赛事ID,赛事名称,排序,省,省名称,市,市名称,区,区名称,赛事地点,赛事开始时间,赛事结束时间,赛事类别,赛事级别,运动项目,赛事规模,赛事主办方,赛事承办方,赛事协办方,赞助商总数量,赞助金额,赛事的报道数量,赛事报道的媒体名称,赛事裁判数量,开始时间,结束时间,年份,月份,持续天数
95299520975952480,快乐来运动 精彩“篮”不住2023 年青少年男子篮球交流赛,99999,540000000000,西藏自治区,540100000000,拉萨市,540102000000,城关区,城关区第二小学,2023-11-18,2023-11-19,青少年体育赛事,省级,篮球,56.0,中共团西藏自治区委员会,西藏青少年实践教育基地,城关区教育体育局、城关区第二小学,0,0,0,,0,2023-11-18,2023-11-19,2023,11,2
95299520975952527,嘉兴市u13/14系列青少年足球赛,99999,330000000000,浙江省,330400000000,嘉兴市,330482000000,平湖市,,2023-11-18,2023-11-19,青少年体育赛事,市级,足球,340.0,嘉兴市体育局,嘉兴市足球协会,平湖市体育中心、平湖市足球运动协会,0,0,0,,0,2023-11-18,2023-11-19,2023,11,2
95299520975952958,2023年浙江省青少年体育户外营地比赛,99999,330000000000,浙江省,330500000000,湖州市,330503000000,南浔区,,2023-11-18,2023-11-18,青少年体育赛事,省级,综合,200.0,浙江省体育局,,,0,0,0,,0,2023-11-18,2023-11-18,2023,11,1
95299520975953024,“英才杯”2023年“奔跑吧·少年”唐山市青少年轮滑U系列比赛,99999,130000000000,河北省,130200000000,唐山市,130224000000,滦南县,,2023-11-18,2023-11-18,青少年体育赛事,市级,轮滑,300.0,唐山市体育局 唐山市教育局,,,0,0,0,,0,2023-11-18,2023-11-18,2023,11,1
95299520975953325,2023 年温州市青少年旋翼机竞速赛,99999,330000000000,浙江省,330300000000,温州市,330304000000,瓯海区,温州市学生实践学校,2023-11-18,2023-11-18,青少年体育赛事,市级,仿真航行,700.0,温州市体育局,少年航校,温州市学生实践学校,0,0,0,,0,2023-11-18,2023-11-18,2023,11,1
95299520975913019,2023年“兴业银行杯”上海城市业余联赛“乐动长宁”长宁区全民健身赛事活动天山社区青少年健美操系列展示活动 （第七期）,99999,SH,上海市,SH,上海市,SH00CN,长宁区,泸定中学,2023-11-17,2023-11-17,青少年体育赛事,市级,“乐动长宁”长宁区全民健身赛事活动,50.0,长宁区体育局，长宁区体育总会,天山路街道办事处,,0,0,0,,0,2023-11-17,2023-11-17,2023,11,1
95299520975951408,“中国体育彩票九天体育杯”中国青少年网球周末巡回赛总决赛（温州站）,99999,330000000000,浙江省,330300000000,温州市,330303000000,龙湾区,,2023-11-17,2023-11-20,青少年体育赛事,国家级,网球,320.0,国家体育总局网球运动管理中心,,,0,0,0,,0,2023-11-17,2023-11-20,2023,11,4
95299520975951667,2023烟台市青少年网球比赛,99999,370000000000,山东省,370600000000,烟台市,370613000000,莱山区,,2023-11-17,2023-11-20,青少年体育赛事,市级,网球,30.0,烟台市体育局,,,0,0,0,,0,2023-11-17,2023-11-20,2023,11,4
95299520975952175,2023年“奔跑吧·少年”儿童青少年主题健身活动暨“中国体育彩票杯”枣庄市中小学生体育联赛武术套路比,99999,370000000000,山东省,370400000000,枣庄市,370481000000,滕州市,,2023-11-17,2023-11-19,青少年体育赛事,市级,武术套路,180.0,枣庄市体育局,,,0,0,0,,0,2023-11-17,2023-11-19,2023,11,3
95299520975953907,“奔跑吧·少年”儿童青少年主体健身活动暨“中国体育彩票杯”枣庄市中小学生体育联赛武术套路比赛,99999,370000000000,山东省,370400000000,枣庄市,370481000000,滕州市,,2023-11-17,2023-11-17,青少年体育赛事,市级,武术套路,183.0,滕州市体育事业发展中心,,,0,0,0,,0,2023-11-17,2023-11-17,2023,11,1
95299520975922960,第十三届全国青年攀岩锦标赛,99999,ZJ,浙江省,ZJ02,,,,浙江省宁波市海曙区鄞江攀岩公园,2023-11-16,2023-11-19,青少年体育赛事,省级,未知,250.0,国家体育总局登山运动管理中心、中国登山协会,宁波市体育局、海曙区人民政府,,0,0,0,,0,2023-11-16,2023-11-19,2023,11,4
95299520975952464,2023奶丽水市青少年田径锦标赛,99999,330000000000,浙江省,331100000000,丽水市,331123000000,遂昌县,,2023-11-16,2023-11-19,青少年体育赛事,市级,田径其他、标枪、铁饼、铅球、跳远、跳高、跨栏、跑步,500.0,丽水市体育发展服务中心,遂昌县文化与广电旅游体育局,,0,0,0,,0,2023-11-16,2023-11-19,2023,11,4
95299520975955372,“超越极限·飞young青春”七星岭杯宜春市青年飞盘比赛,99999,360000000000,江西省,360900000000,宜春市,360926000000,铜鼓县,铜鼓县体育场,2023-11-15,2023-11-15,青少年体育赛事,市级,飞盘,90.0,团宜春市委,团铜鼓县委、铜鼓县文广新旅局、铜鼓县教体局、铜鼓县消防大队,,0,0,0,,0,2023-11-15,2023-11-15,2023,11,1
95299520975947447,2023贵阳市青少年航海模型锦标赛,99999,520000000000,贵州省,520100000000,贵阳市,520115000000,观山湖区,,2023-11-14,2023-11-27,青少年体育赛事,市级,棋牌其他,150.0,贵阳市体育局,贵阳棋院,,0,0,0,,0,2023-11-14,2023-11-27,2023,11,14
95299520975951566,2023年贵阳市青少年航空航天模型锦标赛,99999,520000000000,贵州省,520100000000,贵阳市,520181000000,清镇市,,2023-11-14,2023-11-20,青少年体育赛事,市级,航空模型,200.0,贵阳市体育局,贵阳棋院,,0,0,0,,0,2023-11-14,2023-11-20,2023,11,7
95299520975953812,渭南市2023年中学生排球联赛暨2023年渭南市青少年排球锦标赛,99999,610000000000,陕西省,610500000000,渭南市,610526000000,蒲城县,,2023-11-14,2023-11-17,青少年体育赛事,市级,排球,568.0,渭南市教育局,蒲城县教育局,蒲城县体育运动中心,0,0,0,,0,2023-11-14,2023-11-17,2023,11,4
95299520975952969,2023年湖南省青少年跆拳道锦标赛,99999,430000000000,湖南省,431300000000,娄底市,431322000000,新化县,县体育馆,2023-11-13,2023-11-18,青少年体育赛事,省级,跆拳道,1000.0,湖南省体育局,,,0,0,0,,0,2023-11-13,2023-11-18,2023,11,6
95299520975953482,金华市体育“五进五送”活动之轮滑冰雪运动协会进学校,99999,330000000000,浙江省,330700000000,金华市,330702000000,婺城区,,2023-11-13,2023-11-17,青少年体育赛事,市级,冬季其他,60.0,金华市体育局,金华市轮滑冰雪运动协会,,0,0,0,,0,2023-11-13,2023-11-17,2023,11,5
95299520975956087,“奔跑吧少年”2023年海北州青少年中长跑比赛,99999,630000000000,青海省,632200000000,海北藏族自治州,632223000000,海晏县,,2023-11-13,2023-11-13,青少年体育赛事,市级,跑步,200.0,海北州文体旅游广电局,海北州群众体育指导服务中心,,0,0,0,,0,2023-11-13,2023-11-13,2023,11,1
95299520975895842,“体育基金杯”退役运动员创办俱乐部系列赛 —2023年首届京津冀青少年游泳公开赛,99999,,北京市,,,2,,英东游泳馆,2023-11-12,2023-11-12,青少年体育赛事,省级,游泳,300.0,"北京市体育专业人员管理中心,北京市游泳运动协会",精体满分国际体育科技（北京）有限责任公司,,0,0,0,,0,2023-11-12,2023-11-12,2023,11,1
95299520975913126,2023年“兴业银行杯”上海城市业余联赛羽毛球李宁-瑞宝青少年羽毛球大赛,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,浦东新区新陈路815号,2023-11-12,2023-11-12,青少年体育赛事,省级,羽毛球,400.0,上海市体育局，上海市体育总会,"上海市社会体育管理中心（上海市体育竞赛管理中心）,上海市羽毛球协会，浦东新区羽毛球协会，上海浦东瑞宝青少年体育俱乐部",,0,0,0,,0,2023-11-12,2023-11-12,2023,11,1
95299520975952924,淮南市第八届青 少年阳光体育运动会手球比赛,99999,340000000000,安徽省,340400000000,淮南市,340403000000,田家庵区,淮南市体育中心全民健身馆三楼手球馆（人民南路 9 号）,2023-11-12,2023-11-18,青少年体育赛事,市级,手球,340.0,淮南市教育体育局,淮南市球类运动训练中心,,0,0,0,,0,2023-11-12,2023-11-18,2023,11,7
95299520975953192,2023 年全国体育传统特色学校体育师资送教上门培训班,99999,360000000000,江西省,361100000000,上饶市,361102000000,信州区,,2023-11-12,2023-11-18,青少年体育赛事,省级,达标其他,80.0,国家体育总局青少司,国家体育总局教练员学院、江西省体育局,上饶市体育局,0,0,0,,0,2023-11-12,2023-11-18,2023,11,7
95299520975956656,2023年全国象棋校际联赛河南省总决赛,99999,410000000000,河南省,410700000000,新乡市,410726000000,延津县,,2023-11-12,2023-11-12,青少年体育赛事,省级,象棋,900.0,延津县教育体育局,,,0,0,0,,0,2023-11-12,2023-11-12,2023,11,1
95299520975956976,2023年秋季天青体训青少年大众篮球技能等级测评赛,99999,120000000000,天津市,120100000000,天津市辖区,120110000000,东丽区,,2023-11-12,2023-11-12,青少年体育赛事,市级,篮球,200.0,天津市企业体育协会,,,0,0,0,,0,2023-11-12,2023-11-12,2023,11,1
95299520975895846,2023北京市青少年花样游泳锦标赛,99999,,北京市,,,3,,北京市木樨园体育运动技术学校游泳馆,2023-11-11,2023-11-12,青少年体育赛事,市级,花样游泳,300.0,"北京市体育局,北京市教育委员会","北京市体育竞赛管理和国际交流中心,北京市木樨园体育运动技术学校（北京市排球运动管理中心）,北京市游泳运动协会",,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975895847,2023房山区青少年围棋级位赛,99999,,北京市,,,7,,房山区棋牌智力运动协会培训中心,2023-11-11,2023-11-11,青少年体育赛事,市级,围棋,500.0,北京市房山区棋牌智力运动协会,北京龙启体育有限公司,北京新时代冠华商场,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975895848,2023“京津冀鲁辽”青少年高尔夫球巡回赛-北京站 (11.11-12伯爵园站）,99999,,北京市,,,8,,伯爵园高尔夫俱乐部,2023-11-11,2023-11-12,青少年体育赛事,市级,高尔夫球,,"北京高尔夫球运动协会,天津市高尔夫球运动协会,河北省高尔夫球协会,山东省高尔夫球协会,辽宁省高尔夫球协会",北京高尔夫球运动协会,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975913155,2023年“兴业银行杯”上海城市业余联赛第十届上海市青少年飞镖联赛第八站,99999,SH,上海市,SH,上海市,SH00XH,徐汇区,上海市徐汇区天钥桥路40号B1,2023-11-11,2023-11-11,青少年体育赛事,省级,飞镖,200.0,上海市社会体育管理中心（上海市体育竞赛管理中心）,徐汇区体育局，徐汇区体育总会，上海市飞镖运动协会,每步体育文化发展（上海）有限公司,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975944169,嘉兴市第七届“市长杯”青少年校园足球联赛,99999,330000000000,浙江省,330400000000,嘉兴市,330483000000,桐乡市,,2023-11-11,2023-12-03,青少年体育赛事,市级,足球,508.0,嘉兴市教育局,桐乡市教育 局,桐乡市求是实验中学、桐乡市高级中学、桐乡技师学院,0,0,0,,0,2023-11-11,2023-12-03,2023,11,23
95299520975948043,2023年“奔跑吧•少年”安阳市中小学 霹雳舞锦标赛,99999,410000000000,河南省,410500000000,安阳市,410502000000,文峰区,,2023-11-11,2023-11-26,青少年体育赛事,市级,街舞,220.0,安阳市文化广电体育旅游局,,,0,0,0,,0,2023-11-11,2023-11-26,2023,11,16
95299520975952171,“奔跑吧·少年”2023年贵阳市青少年排球锦标赛,99999,520000000000,贵州省,520100000000,贵阳市,520103000000,云岩区,贵阳市市民健身中心四楼多功能馆,2023-11-11,2023-11-19,青少年体育赛事,市级,排球,200.0,贵阳市体育局,贵阳市市民健身中心,,0,0,0,,0,2023-11-11,2023-11-19,2023,11,9
95299520975956357,2023年绵阳市青少年田径锦标赛,99999,510000000000,四川省,510700000000,绵阳市,510726000000,北川羌族自治县,,2023-11-11,2023-11-13,青少年体育赛事,市级,跑步,1190.0,绵阳市教育和体育局,北川县教育和体育局,,0,0,0,,0,2023-11-11,2023-11-13,2023,11,3
95299520975956528,2023年“奔跑吧•少年”安阳市中小学 武术套路锦标赛,99999,410000000000,河南省,410500000000,安阳市,410502000000,文峰区,,2023-11-11,2023-11-12,青少年体育赛事,市级,武术套路,600.0,安阳市文化广电体育旅游局,安阳市体育运动学校,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956719,奔跑吧·少年2023年国家体育总局社会体育指导中心定点帮扶系列赛（织金站）暨2023年织金县速度轮滑,99999,520000000000,贵州省,520500000000,毕节市,520524000000,织金县,,2023-11-11,2023-11-12,青少年体育赛事,省级,速度轮滑,370.0,国家体育总局社会体育指导中心,织金县人民政府,织金县文体广电旅游局,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956721,2023中国垒球青少年城市联赛（浙江分站赛）暨2023浙江省棒垒球青少年城市联赛总决赛,99999,330000000000,浙江省,330900000000,舟山市,330902000000,定海区,舟山体育场,2023-11-11,2023-11-12,青少年体育赛事,省级,棒球,298.0,中国垒球协会,浙江省棒垒球协会、舟山市文化和广电旅游体育局,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956751,“钱清杯”2023浙江省青少年男子足球邀请赛,99999,330000000000,浙江省,330600000000,绍兴市,330603000000,柯桥区,,2023-11-11,2023-11-12,青少年体育赛事,省级,足球,150.0,浙江省足球协会,绍兴市柯桥区教育体育局  柯桥区钱清街道办事处,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956850,2023年福建省青少年U系列跆拳道俱乐部冠军赛,99999,350000000000,福建省,350700000000,南平市,350782000000,武夷山市,,2023-11-11,2023-11-12,青少年体育赛事,省级,跆拳道,300.0,福建省体育局,,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956905,2023年湖北省少年乒乓球精英赛,99999,420000000000,湖北省,420800000000,荆门市,420881000000,钟祥市,,2023-11-11,2023-11-12,青少年体育赛事,省级,乒乓球,120.0,湖北省体育局,湖北省体育局乒乓球羽毛球运动管理中心、湖北省乒乓球协会、荆门市文化和旅游局、钟祥市人民政府,钟祥市文化和旅游局,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956925,2023年“奔跑吧少年”新乡市儿童青少年主题健身活动暨青少年游泳选拔赛,99999,410000000000,河南省,410700000000,新乡市,410702000000,红旗区,,2023-11-11,2023-11-12,青少年体育赛事,市级,游泳,270.0,新乡市体育局,,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975956969,2023年“奔跑吧·少年”湘潭市中小学生田径比赛,99999,430000000000,湖南省,430300000000,湘潭市,430304000000,岳塘区,,2023-11-11,2023-11-12,青少年体育赛事,市级,铅球、跳远、跳高、跨栏、跑步,1100.0,湘潭市文化旅游广电体育局,,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975957043,萨马兰奇青少年帆船营公益活动,99999,330000000000,浙江省,330200000000,宁波市,330206000000,北仑区,,2023-11-11,2023-11-12,青少年体育赛事,市级,帆船,120.0,萨马兰奇体育发展基金会,,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975957072,2023贵州省“体彩杯”青少年网球积分赛第八站,99999,520000000000,贵州省,520100000000,贵阳市,520102000000,南明区,,2023-11-11,2023-11-12,青少年体育赛事,省级,网球,35.0,贵阳市体育局,贵阳市网球运动管理中心 贵阳市南明区文体广电旅游局 贵阳市网球协会,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975957083,2023年衢州市青少年学生阳光体育攀岩比赛,99999,330000000000,浙江省,330800000000,衢州市,330881000000,江山市,,2023-11-11,2023-11-12,青少年体育赛事,市级,攀岩,30.0,衢州市体育局,,,0,0,0,,0,2023-11-11,2023-11-12,2023,11,2
95299520975957341,“奋进新征程 运动促健康” 2023年东丽区校园啦啦操大赛,99999,120000000000,天津市,120100000000,天津市辖区,120110000000,东丽区,天津东丽万达,2023-11-11,2023-11-11,青少年体育赛事,市级,啦啦操,1200.0,天津市东丽区文化旅游体育局,天津市东丽区啦啦操协会,,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975957453,2023年全国五子棋特色学校校际联赛山东省赛区总决赛,99999,370000000000,山东省,370100000000,济南市,370105000000,天桥区,,2023-11-11,2023-11-11,青少年体育赛事,省级,五子棋,400.0,天桥区教育和体育局,,,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975957573,“英才杯”2023奔跑吧少年唐山市青少年游泳锦标赛,99999,130000000000,河北省,130200000000,唐山市,130203000000,路北区,,2023-11-11,2023-11-11,青少年体育赛事,市级,游泳,300.0,唐山市体育局,,,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975957619,奔跑吧·少年 2023年贵州省“体彩杯青少年网球积分赛 (CTJ-B600）第8站,99999,520000000000,贵州省,520100000000,贵阳市,520102000000,南明区,,2023-11-11,2023-11-11,青少年体育赛事,省级,网球,120.0,贵阳市体育局.贵州省网球协会,南明区文体广电旅游局,,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975957716,“长三角”新青年O2生态社交趣味运动挑战赛,99999,320000000000,江苏省,320500000000,苏州市,320506000000,吴中区,,2023-11-11,2023-11-11,青少年体育赛事,省级,飞盘,500.0,苏州市体育局,"苏州翌美偲营销策划有限公司,苏州原色体育文化发展有限公司",,0,0,0,,0,2023-11-11,2023-11-11,2023,11,1
95299520975913209,2023年“兴业银行杯”上海城市业余联赛“汇运动AI生活”徐汇市民体育节徐汇市民体育节徐汇青年运动会旱地冰壶比赛,99999,SH,上海市,SH,上海市,SH00XH,徐汇区,,2023-11-10,2023-11-10,青少年体育赛事,市级,“汇运动AI生活”徐汇市民体育节,150.0,徐汇区体育局 徐汇区体育总会 凌云街道办事处,上海轩林体育文化发展有限公司,,0,0,0,,0,2023-11-10,2023-11-10,2023,11,1
95299520975913211,2023年“兴业银行杯”上海城市业余联赛“汇运动AI生活”徐汇市民体育节徐汇区“健康杯”中青年网球比赛,99999,SH,上海市,SH,上海市,SH00XH,徐汇区,,2023-11-10,2023-11-10,青少年体育赛事,市级,“汇运动AI生活”徐汇市民体育节,474.0,徐汇区体育局、徐汇区体育总会,上海博瑞体育文化有限公司,,0,0,0,,0,2023-11-10,2023-11-10,2023,11,1
95299520975913212,2023年“兴业银行杯”上海城市业余联赛“乐动长宁”长宁区全民健身赛事活动天山社区青少年健美操系列展示活动 （第六期）,99999,SH,上海市,SH,上海市,SH00CN,长宁区,,2023-11-10,2023-11-10,青少年体育赛事,市级,“乐动长宁”长宁区全民健身赛事活动,50.0,长宁区体育局，长宁区体育总会,天山路街道办事处,,0,0,0,,0,2023-11-10,2023-11-10,2023,11,1
95299520975956140,2023年绵阳市青少年田径锦标赛,99999,510000000000,四川省,510700000000,绵阳市,510726000000,北川羌族自治县,,2023-11-10,2023-11-13,青少年体育赛事,市级,标枪、铁饼、铅球、跳远、跳高、竞走、跨栏、跑步,600.0,绵阳市教育和体育局,,,0,0,0,,0,2023-11-10,2023-11-13,2023,11,4
95299520975956438,2023年烟台市青少年跆拳道锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-10,2023-11-12,青少年体育赛事,市级,跆拳道,100.0,烟台市体育局,,,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975956442,2023年烟台市青少年拳击比赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-10,2023-11-12,青少年体育赛事,市级,拳击,150.0,烟台市体育局,莱州市体育运动服务中心,,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975956464,贵州省县域青少年五人制足球比赛（铜仁赛区）,99999,520000000000,贵州省,520600000000,铜仁市,520602000000,碧江区,,2023-11-10,2023-11-12,青少年体育赛事,市级,足球,120.0,铜仁市文体广电旅游局,,,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975956524,2024年南充市青少年（学生）网球锦标赛,99999,510000000000,四川省,511300000000,南充市,511302000000,顺庆区,,2023-11-10,2023-11-12,青少年体育赛事,市级,软式网球,150.0,南充市教育和体育局,"南充市业余体校
南充市体育运动中心",,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975956613,2023年烟台市青少年拳击、散打、跆拳道锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-10,2023-11-12,青少年体育赛事,市级,武术散打、跆拳道、拳击,366.0,烟台市体育局,,,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975956621,2023“顽石杯”浙江省青少年（儿童）武 术散打邀请赛,99999,330000000000,浙江省,330600000000,绍兴市,330603000000,柯桥区,,2023-11-10,2023-11-12,青少年体育赛事,省级,武术散打,203.0,绍兴市柯桥区人民政府,绍兴市柯桥区教育体育局、绍兴市柯桥区体育总会,绍兴柯桥顽石健身有限公司、绍兴市柯桥区少年儿童业余体育学校、绍兴市柯桥区华舍街道办事处,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975956838,2023年烟台市青少年武术散打锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-10,2023-11-12,青少年体育赛事,市级,武术散打,122.0,烟台市体育局,莱州市体育运动服务中心,,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975957080,浙江省第十五届中学生乒乓球联赛宁波市市级赛暨宁波市体育传统项目（训练点）（小学组）学校乒乓球比赛,99999,330000000000,浙江省,330200000000,宁波市,330206000000,北仑区,,2023-11-10,2023-11-12,青少年体育赛事,市级,乒乓球,500.0,宁波市体育局、宁波市教育局,北仑区文化和广电旅游体育局、新碶街道办事处,,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975957124,2023年湖南省青少年航空航天模型教育竞赛暨人工智能创新挑战赛,99999,430000000000,湖南省,430300000000,湘潭市,430321000000,湘潭县,,2023-11-10,2023-11-12,青少年体育赛事,省级,航空模型,4050.0,湖南省体育局,湖南省体育模型运动协会           湖南省学生体育协会模型运动分会           湘潭市文化旅游广电体育局           湘潭市教育局           湘潭县人民政府,湘潭县文化旅游广电体育局 湘潭县教育局 湘潭县天易中学 湖南云顶航空模型俱乐部 湘潭市十一中人工智能实践基地,0,0,0,,0,2023-11-10,2023-11-12,2023,11,3
95299520975958069,“百万青少年 百县健康行”儿童青少年健身活动展示收官之站土默特右旗,99999,150000000000,内蒙古自治区,150200000000,包头市,150221000000,土默特右旗,,2023-11-10,2023-11-10,青少年体育赛事,市级,健美操,1844.0,包头市体育局,,,0,0,0,,0,2023-11-10,2023-11-10,2023,11,1
95299520975955430,2023年浙江省青少年皮划艇冠军赛,99999,330000000000,浙江省,330400000000,嘉兴市,330421000000,嘉善县,,2023-11-09,2023-11-15,青少年体育赛事,省级,皮划艇静水,200.0,浙江省体育局,,,0,0,0,,0,2023-11-09,2023-11-15,2023,11,7
95299520975956510,2023年永州市教育局系统气排球比赛,99999,430000000000,湖南省,431100000000,永州市,431126000000,宁远县,,2023-11-09,2023-11-12,青少年体育赛事,市级,气排球,700.0,永州市教育局,宁远县教育局  新田县教育局  蓝山县教育局  江永县教育局  回龙圩管理区教育局  永州柳子中学,宁远县全民健身服务中心,0,0,0,,0,2023-11-09,2023-11-12,2023,11,4
95299520975957836,烟台市第十二届黄渤海新区体质测试达标赛青年组曲线托球跑,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,达标其他,93.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975957961,2023烟台市第十二届黄渤海新区体质测试达标赛青年组掷实心球,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,达标其他,92.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975957992,2023烟台市第十二届黄渤海新区体质测试达标赛青年组跳绳,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,跳绳,94.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975958134,2023烟台市第十二届黄渤海新区体质测试达标赛青年组坐位体前屈,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,达标其他,94.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975958312,烟台市第十二届黄渤海新区体质测试达标赛青年组立定跳远,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,达标其他,95.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975958465,2023烟台市第十二届黄渤海新区体质测试达标赛青年组绕杆跑,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,折返跑,94.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975958603,2023烟台市第十二届黄渤海新区体质测试达标赛青年组仰卧举腿,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,达标其他,97.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975958638,2023烟台市第十二届黄渤海新区体质测试达标赛青年组跑步,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-09,2023-11-10,青少年体育赛事,市级,达标其他,93.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-09,2023-11-10,2023,11,2
95299520975958854,2023年绵阳市“中国体育彩票 百城千乡万村社区”青少年自行车公开赛,99999,510000000000,四川省,510700000000,绵阳市,510703000000,涪城区,,2023-11-09,2023-11-09,青少年体育赛事,市级,公路自行车,330.0,绵阳市体育总会,,,0,0,0,,0,2023-11-09,2023-11-09,2023,11,1
95299520975958953,“百万青少年 百县健康行”儿童青少年健身活动展示石拐站,99999,150000000000,内蒙古自治区,150200000000,包头市,150205000000,石拐区,,2023-11-09,2023-11-09,青少年体育赛事,市级,球类其他,50.0,包头市体育局,,,0,0,0,,0,2023-11-09,2023-11-09,2023,11,1
95299520975959246,2023“奔跑吧，少年”全国象棋校级联赛第二实验小学分区暨校园争霸赛,99999,370000000000,山东省,371500000000,聊城市,371501000000,市辖区,聊城市第二实验小学班级内,2023-11-09,2023-11-09,青少年体育赛事,市级,象棋,1300.0,聊城市第二实验小学,,东昌府区青少年象棋协会,0,0,0,,0,2023-11-09,2023-11-09,2023,11,1
95299520975913251,2023年“兴业银行杯”上海城市业余联赛“乐动长宁”长宁区全民健身赛事活动天山社区青少年健美操系列展示活动 （第五期）,99999,SH,上海市,SH,上海市,SH00CN,长宁区,,2023-11-08,2023-11-08,青少年体育赛事,市级,“乐动长宁”长宁区全民健身赛事活动,50.0,长宁区体育局，长宁区体育总会,天山路街道办事处,,0,0,0,,0,2023-11-08,2023-11-08,2023,11,1
95299520975955801,中华人民共和国第一届学生（青年）运动会（校园组）排球中学组比赛,99999,450000000000,广西壮族自治区,451400000000,崇左市,451402000000,江州区,,2023-11-08,2023-11-14,青少年体育赛事,国家级,排球,800.0,教育部、体育总局、共青团中央,,,0,0,0,,0,2023-11-08,2023-11-14,2023,11,7
95299520975959415,百万青少年 百县健康行”儿童青少年健身活动展示白云鄂博站,99999,150000000000,内蒙古自治区,150200000000,包头市,150206000000,白云鄂博矿区,,2023-11-08,2023-11-08,青少年体育赛事,市级,国际象棋,30.0,包头市体育局,,,0,0,0,,0,2023-11-08,2023-11-08,2023,11,1
