赛事ID,赛事名称,排序,省,省名称,市,市名称,区,区名称,赛事地点,赛事开始时间,赛事结束时间,赛事类别,赛事级别,运动项目,赛事规模,赛事主办方,赛事承办方,赛事协办方,赞助商总数量,赞助金额,赛事的报道数量,赛事报道的媒体名称,赛事裁判数量,开始时间,结束时间,年份,月份,持续天数
95299520975959759,资中县重龙镇中心学校田径选拔赛,99999,510000000000,四川省,511000000000,内江市,511025000000,资中县,,2023-11-08,2023-11-08,青少年体育赛事,省级,田径其他,150.0,资中县重龙镇中心学校,,,0,0,0,,0,2023-11-08,2023-11-08,2023,11,1
95299520975958721,2023年烟台市青少年柔道锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-07,2023-11-09,青少年体育赛事,市级,柔道,150.0,烟台市体育局,莱州市体育运动服务中心,,0,0,0,,0,2023-11-07,2023-11-09,2023,11,3
95299520975958731,2023-2024赛季全国短道速滑U系列中小学校际联赛第三站（唐山站）,99999,130000000000,河北省,130800000000,承德市,130802000000,双桥区,,2023-11-07,2023-11-09,青少年体育赛事,国家级,短道速滑,1000.0,唐山市体育局,,,0,0,0,,0,2023-11-07,2023-11-09,2023,11,3
95299520975958748,2023年烟台市青少年举重锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-07,2023-11-09,青少年体育赛事,市级,举重,100.0,烟台市体育局,莱州市体育运动服务中心,,0,0,0,,0,2023-11-07,2023-11-09,2023,11,3
95299520975958935,2023年烟台市青少年国际式摔跤锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-07,2023-11-09,青少年体育赛事,市级,摔跤,161.0,烟台市体育局,莱州市体育运动服务中心,,0,0,0,,0,2023-11-07,2023-11-09,2023,11,3
95299520975959116,2023年河北省特教学校轮滑比赛,99999,130000000000,河北省,130600000000,保定市,130609000000,徐水区,,2023-11-07,2023-11-09,青少年体育赛事,省级,轮滑,300.0,河北省体育局,,,0,0,0,,0,2023-11-07,2023-11-09,2023,11,3
95299520975959365,2023烟台市第十二届黄渤海新区体质测试达标赛少年组掷实心球,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,投掷实心球,83.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959403,烟台市第十二届黄渤海新区体质测试达标赛少年组跳绳,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,跳绳,83.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959410,烟台市第十二届黄渤海新区体质测试达标赛少年组仰卧举腿,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,达标其他,87.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959479,烟台市第十二届黄渤海新区体质测试达标赛少年组跑步,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,达标其他,85.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959482,烟台市第十二届黄渤海新区体质测试达标赛少年组绕杆跑,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,达标其他,81.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959621,2023烟台市第十二届黄渤海新区体质测试达标赛少年组坐位体前屈,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,达标其他,88.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959742,烟台市第十二届黄渤海新区体质测试达标赛少年组立定跳远,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,立定跳远,82.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975959802,烟台市第十二届黄渤海新区体质测试达标赛少年组曲线托球跑,99999,370000000000,山东省,370600000000,烟台市,370672000000,烟台经济技术开发区,,2023-11-07,2023-11-08,青少年体育赛事,市级,达标其他,87.0,烟台市体育局,山东海乐福体育文化产业有限公司,,0,0,0,,0,2023-11-07,2023-11-08,2023,11,2
95299520975960014,2023年烟台市青少年重竞技类锦标赛,99999,370000000000,山东省,370600000000,烟台市,370683000000,莱州市,,2023-11-07,2023-11-07,青少年体育赛事,市级,举重,500.0,烟台市体育局,,,0,0,0,,0,2023-11-07,2023-11-07,2023,11,1
95299520975960236,“百万青少年 百县健康行”儿童青少年健身活动展示达茂站,99999,150000000000,内蒙古自治区,150200000000,包头市,150223000000,达尔罕茂明安联合旗,,2023-11-07,2023-11-07,青少年体育赛事,市级,射击射箭其他,50.0,包头市体育局,,,0,0,0,,0,2023-11-07,2023-11-07,2023,11,1
95299520975958804,“奔跑吧·少年”四川省青少年棒垒球冬令营活动,99999,510000000000,四川省,510100000000,成都市,510106000000,金牛区,,2023-11-06,2023-11-09,青少年体育赛事,省级,棒球,1200.0,四川省棒球垒球曲棍球运动管理中心,,,0,0,0,,0,2023-11-06,2023-11-09,2023,11,4
95299520975960834,“百万青少年 百县健康行”儿童青少年健身活动展示 固阳站,99999,150000000000,内蒙古自治区,150200000000,包头市,150222000000,固阳县,,2023-11-06,2023-11-06,青少年体育赛事,市级,跳绳,320.0,包头市体育局,,,0,0,0,,0,2023-11-06,2023-11-06,2023,11,1
95299520975960977,ENJOY AI2023全球青少年人工智能竞赛浙江选拔赛,99999,330000000000,浙江省,330600000000,绍兴市,330604000000,上虞区,,2023-11-06,2023-11-06,青少年体育赛事,省级,新兴其他,597.0,全球青少年人工智能竞赛中国组委会,,,0,0,0,,0,2023-11-06,2023-11-06,2023,11,1
95299520975895859,2023 “北京高协” 北京市青少年高尔夫球巡回赛,99999,,北京市,,,2,,天安假日高尔夫俱乐部,2023-11-05,2023-11-05,青少年体育赛事,市级,高尔夫球,,北京高尔夫球运动协会,北京高尔夫球运动协会,,0,0,0,,0,2023-11-05,2023-11-05,2023,11,1
95299520975913316,2023年“兴业银行杯”上海城市业余联赛攀翼杯青少年足球系列赛第五轮,99999,SH,上海市,SH,上海市,SH00PD,浦东新区,,2023-11-05,2023-11-05,青少年体育赛事,省级,足球（5或11人制）,1000.0,上海市社会体育管理中心（上海市体育竞赛管理中心）,上海攀翼体育文化发展有限公司,,0,0,0,,0,2023-11-05,2023-11-05,2023,11,1
95299520975956341,2023江西省第九届百县青少年“三人制”篮球运动会,99999,360000000000,江西省,361000000000,抚州市,361027000000,金溪县,,2023-11-05,2023-11-13,青少年体育赛事,省级,篮球三人制,1000.0,江西省体育局,南昌市体育局,,0,0,0,,0,2023-11-05,2023-11-13,2023,11,9
95299520975957413,“市长杯”台州市第七届青少年 校园足球精英联赛,99999,330000000000,浙江省,331000000000,台州市,331022000000,三门县,,2023-11-05,2023-11-11,青少年体育赛事,市级,足球,200.0,台州市教育局,台州市青少年校园足球工作领导小组办公室 三门县教育局  三门县体育事业发展中心,三门第二高级中学,0,0,0,,0,2023-11-05,2023-11-11,2023,11,7
95299520975957729,毕节市百万师生阳光体育运动启动仪式暨毕节市2023年“三好电信杯”校园篮球赛,99999,520000000000,贵州省,520500000000,毕节市,520502000000,七星关区,,2023-11-05,2023-11-11,青少年体育赛事,市级,篮球,300.0,毕节市教育局,七星关区教育科技局   七星关区文体广电旅游局,,0,0,0,,0,2023-11-05,2023-11-11,2023,11,7
95299520975958174,第一届全国学生（青年）运动会赛艇项目比赛,99999,450000000000,广西壮族自治区,451300000000,来宾市,451323000000,武宣县,,2023-11-05,2023-11-10,青少年体育赛事,国家级,赛艇,571.0,国家体育总局,,,0,0,0,,0,2023-11-05,2023-11-10,2023,11,6
95299520975895862,北京市第二届冬季运动会（青少年竞技组）冰球比赛,99999,,北京市,,,2,,国家体育馆,2023-11-04,2023-11-12,青少年体育赛事,市级,冰球,500.0,北京市人民政府,"北京市体育局,北京市教育委员会,北京市体育总会","北京市体育竞赛管理和国际交流中心,北京市冰球运动协会",0,0,0,,0,2023-11-04,2023-11-12,2023,11,9
95299520975895864,2023全国青少年四季滑雪挑战赛-新雪谷268分站赛,99999,,北京市,,,2,,北京市朝阳区三间房乡褡裢坡268号新雪谷268极限运动中心,2023-11-04,2023-11-05,青少年体育赛事,国家级,跳台滑雪,150.0,北京市滑雪协会,北京新雪谷体育科技有限公司,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975895867,2023 “北京高协” 北京市青少年高尔夫球巡回赛 （11.4东方天星站）,99999,,北京市,,,2,,北京东方天星高尔夫俱乐部,2023-11-04,2023-11-04,青少年体育赛事,市级,高尔夫球,,北京高尔夫球运动协会,北京高尔夫球运动协会,,0,0,0,,0,2023-11-04,2023-11-04,2023,11,1
95299520975895868,2023超级马术俱乐部联赛（北京天星调良马术第9站）暨北京市青少年马术巡回赛,99999,,北京市,,,2,,北京天星调良国际马术俱乐部,2023-11-04,2023-11-05,青少年体育赛事,市级,马术,200.0,北京天星调良国际马术俱乐部,北京天星调良国际马术俱乐部,北京天星调良国际马术俱乐部,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975895869,2023年北京市市级社会足球活动青少年校园足球联赛,99999,,北京市,,,2,,朝阳之星足球训练基地足球场,2023-11-04,2023-11-25,青少年体育赛事,市级,足球,1000.0,北京社会体育管理中心,北京市足球运动协会,"北京盛世三合国际体育有限责任公司,北京壹扬耕耘体育文化有限公司,荷马有限公司",0,0,0,,0,2023-11-04,2023-11-25,2023,11,22
95299520975913345,2023年“兴业银行杯”上海城市业余联赛上海市青少年台球公开赛,99999,SH,上海市,SH,上海市,SH00PT,普陀区,上海市普陀区泸定路388号桃源π商业广场B1层,2023-11-04,2023-11-05,青少年体育赛事,省级,台球,80.0,上海市社会体育管理中心（上海市体育竞赛管理中心）,上海宝乐体育发展有限公司，上海市浦东新区唐镇文化服务中心，上海市浦东新区台球协会,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975913376,2023年“兴业银行杯”上海城市业余联赛跆拳道“星耀普陀”·2023年普陀区青少年体育系列赛跆拳道比赛,99999,SH,上海市,SH,上海市,SH00PT,普陀区,普陀区交通路4276号,2023-11-04,2023-11-04,青少年体育赛事,省级,跆拳道,200.0,上海市体育局，上海市体育总会,"上海市社会体育管理中心（上海市体育竞赛管理中心）,拳跆空（上海）体育经纪发展有限公司",,0,0,0,,0,2023-11-04,2023-11-04,2023,11,1
95299520975929091,七彩云南青少年校园足球篮球排球联赛,99999,530000000000,云南省,532500000000,红河哈尼族彝族自治州,532502000000,开远市,,2023-11-04,2024-04-20,青少年体育赛事,省级,足球,400.0,云南省体育局,,,0,0,0,,0,2023-11-04,2024-04-20,2023,11,169
95299520975961297,2023贵州省“体彩杯”青少年网球积分赛第七站,99999,520000000000,贵州省,520100000000,贵阳市,520102000000,南明区,,2023-11-04,2023-11-05,青少年体育赛事,省级,网球,50.0,贵阳市体育局,贵阳市网球运动管理中心 贵阳市南明区文体广电旅游局 贵阳市网球协会,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961329,2023 年浙江体育助力山区26 县系列赛事浙江省青少年（儿童）羽毛球公开赛莲都站2023 年浙江体,99999,330000000000,浙江省,331100000000,丽水市,331102000000,莲都区,,2023-11-04,2023-11-05,青少年体育赛事,省级,羽毛球,400.0,浙江省体育局,,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961399,2023年“奔跑吧·少年”新乡市儿童青少年主题健身活动暨青少年羽毛球选拔赛,99999,410000000000,河南省,410700000000,新乡市,410702000000,红旗区,,2023-11-04,2023-11-05,青少年体育赛事,市级,羽毛球,273.0,新乡市体育局  新乡市教育局  共青团新乡市委,,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961405,2023年辽宁省首届少年儿童 U 系列围棋团体赛,99999,210000000000,辽宁省,211300000000,朝阳市,211302000000,双塔区,,2023-11-04,2023-11-05,青少年体育赛事,省级,围棋,750.0,辽宁省围棋协会,,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961507,奔跑吧·少年2023年中小学游泳比赛,99999,650000000000,新疆维吾尔自治区,650100000000,乌鲁木齐市,650109000000,米东区,,2023-11-04,2023-11-05,青少年体育赛事,市级,水上其他,1300.0,乌鲁木齐市体育局,,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961555,2023年江西省青少年乒乓球冠军赛暨江西省乒乓球队调赛,99999,360000000000,江西省,360400000000,九江市,360402000000,濂溪区,,2023-11-04,2023-11-05,青少年体育赛事,省级,乒乓球,178.0,江西省体育局,,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961631,2023年洛阳市青少年羽毛球,99999,410000000000,河南省,410300000000,洛阳市,410305000000,涧西区,,2023-11-04,2023-11-05,青少年体育赛事,市级,羽毛球,54.0,洛阳市体育局,洛阳市涧西区教育体育局,,0,0,0,,0,2023-11-04,2023-11-05,2023,11,2
95299520975961954,东昌府区滨河实验学校第六届秋季运动会,99999,370000000000,山东省,371500000000,聊城市,371502000000,东昌府区,,2023-11-04,2023-11-04,青少年体育赛事,市级,田径其他,2850.0,东昌府区滨河实验学校,,,0,0,0,,0,2023-11-04,2023-11-04,2023,11,1
95299520975962099,第四届嘉兴市青少年无人机大赛,99999,330000000000,浙江省,330400000000,嘉兴市,330402000000,南湖区,,2023-11-04,2023-11-04,青少年体育赛事,市级,航空无线电模型其他,413.0,嘉兴市科学技术协会,,,0,0,0,,0,2023-11-04,2023-11-04,2023,11,1
95299520976384586,七彩云南青少年校园足球篮球排球联赛,99999,530000000000,云南省,532500000000,红河哈尼族彝族自治州,532502000000,开远市,,2023-11-04,2024-04-20,青少年体育赛事,省级,足球,400.0,云南省体育局,,,0,0,0,,0,2023-11-04,2024-04-20,2023,11,169
95299520975957047,体育教练员进校园试点联赛-篮球联赛,99999,410000000000,河南省,410500000000,安阳市,410502000000,文峰区,,2023-11-03,2023-11-12,青少年体育赛事,市级,篮球,200.0,安阳市文化广电体育旅游局,安阳市体育运动学校,,0,0,0,,0,2023-11-03,2023-11-12,2023,11,10
95299520975961113,2023 浙江省青少年儿童散打联赛总决赛,99999,330000000000,浙江省,330800000000,衢州市,330802000000,柯城区,,2023-11-03,2023-11-05,青少年体育赛事,省级,武术散打,300.0,衢州市柯城区文化和旅游体育局,衢州市武术协会,,0,0,0,,0,2023-11-03,2023-11-05,2023,11,3
95299520975961589,“同运动·一家亲”雅安市第四届运动会武术套路比赛(青少年组)暨2023年“中华武术进校园”成果交流展示活动,99999,510000000000,四川省,511800000000,雅安市,511803000000,名山区,,2023-11-03,2023-11-05,青少年体育赛事,市级,武术套路,122.0,雅安市人民政府,,,0,0,0,,0,2023-11-03,2023-11-05,2023,11,3
95299520975962329,江西省青少年街舞锦标赛精英组宜春市选拔赛,99999,360000000000,江西省,360900000000,宜春市,360902000000,袁州区,,2023-11-03,2023-11-03,青少年体育赛事,省级,街舞,150.0,江西省街舞协会,宜春市街舞协会,,0,0,0,,0,2023-11-03,2023-11-03,2023,11,1
95299520975962576,2023年温州市青少年（儿童）羽毛球团体锦标赛,99999,330000000000,浙江省,330300000000,温州市,330383000000,龙港市,龙港体育馆,2023-11-03,2023-11-03,青少年体育赛事,市级,羽毛球,120.0,温州市体育局,,,0,0,0,https://mp.weixin.qq.com/s/PJY4Y4-5KkZY-OBiazdXcA,0,2023-11-03,2023-11-03,2023,11,1
